"특성별",2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018
"특성별",전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원),전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원),전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원),전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원),전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원),전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원),전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원),전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원),전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원),전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원),전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원),전체 (억원),초등학교 (억원),중학교 (억원),고등학교 (억원),일반고 (억원)
"전체",200400,102098,56120,42181,38655,209095,104307,58135,46652,42973,216259,102309,62656,51294,47853,208718,97080,60396,51242,47512,201266,90461,60006,50799,47640,190395,77554,61162,51679,49083,185960,77375,57831,50754,49045,182297,75949,55678,50671,48756,178346,75287,52384,50675,48713,180606,77438,48102,55065,52632,186703,81311,48297,57095,54810,194852,85531,49972,59348,57181
