"35",42.4,39.0,45.8,0.00747,0.01073,0.00426,97675,97115,98236,486682,483180,490190,4143063,3783058,4503107,730,1042,418,42.8,39.4,46.2,0.00695,0.00998,0.00396,97866,97366,98369,487757,484598,490924,4188838,3836015,4541732,680,972,389,43.1,39.8,46.3,0.00657,0.00928,0.00389,97994,97546,98446,488488,485669,491321,4220140,3879146,4561262,644,905,382,43.5,40.2,46.8,0.00655,0.00930,0.00384,97994,97504,98489,488485,485443,491550,4263125,3921072,4605374,642,906,378,43.9,40.6,47.2,0.00606,0.00843,0.00372,98218,97822,98616,489711,487212,492220,4309683,3967738,4651719,596,825,367,44.3,41.1,47.5,0.00570,0.00768,0.00373,98249,97922,98577,489956,487894,492024,4355215,4023195,4687280,560,752,368,44.8,41.6,48.0,0.00512,0.00689,0.00337,98418,98095,98744,490941,488946,492948,4406333,4076405,4736367,504,676,333,45.2,42.0,48.4,0.00500,0.00649,0.00351,98349,98073,98626,490607,488918,492303,4443558,4117810,4769369,491,637,346,45.6,42.3,48.8,0.00507,0.00669,0.00346,98411,98150,98673,490890,489225,492559,4486990,4154390,4819622,499,657,341,46.1,42.8,49.3,0.00519,0.00668,0.00370,98369,98114,98624,490650,489059,492245,4529881,4197423,4862372,511,656,365,46.2,42.9,49.4,0.00497,0.00638,0.00357,98445,98111,98781,491072,489089,493070,4548890,4213836,4884084,489,626,352,46.6,43.3,49.8,0.00472,0.00616,0.00329,98511,98199,98825,491458,489580,493346,4585755,4254220,4917376,465,605,325,46.7,43.6,49.9,0.00449,0.00598,0.00301,98614,98315,98914,492023,490193,493859,4609512,4283091,4935993,443,588,298,47.2,44.1,50.3,0.00446,0.00577,0.00315,98672,98386,98957,492326,490607,494047,4658011,4337506,4978547,440,568,312,47.6,44.5,50.7,0.00437,0.00560,0.00315,98724,98459,98989,492603,491016,494196,4701006,4381965,5020098,432,552,312,47.8,44.8,50.8,0.00402,0.00504,0.00300,98784,98535,99035,492987,491519,494460,4726183,4419057,5033360,397,497,297,48.1,45.2,51.1,0.00393,0.00488,0.00297,98806,98552,99062,493124,491651,494603,4755596,4453626,5057623,388,481,294,48.4,45.5,51.3,0.00379,0.00479,0.00280,98850,98589,99112,493367,491843,494898,4788213,4489668,5086837,375,473,277,48.5,45.6,51.4,0.00395,0.00499,0.00292,98827,98608,99048,493220,491892,494557,4793127,4495949,5090394,391,492,289
"40",37.7,34.3,41.0,0.01180,0.01752,0.00618,96945,96074,97818,482067,476466,487673,3656381,3299879,4012916,1144,1683,604,38.1,34.8,41.3,0.01108,0.01639,0.00586,97186,96394,97980,483427,478301,488561,3701080,3351417,4050808,1077,1580,574,38.3,35.1,41.5,0.01064,0.01585,0.00550,97350,96641,98063,484345,479662,489043,3731652,3393477,4069941,1035,1532,539,38.8,35.6,41.9,0.01052,0.01552,0.00559,97352,96597,98111,484387,479528,489269,3774640,3435629,4113824,1024,1499,548,39.1,35.9,42.3,0.00992,0.01434,0.00557,97622,96997,98250,485890,481802,489987,3819972,3480526,4159499,969,1391,547,39.6,36.4,42.7,0.00917,0.01317,0.00521,97689,97170,98209,486384,482930,489844,3865259,3535302,4195256,896,1280,512,40.0,36.8,43.1,0.00850,0.01219,0.00485,97914,97419,98411,487645,484381,490921,3915392,3587459,4243419,832,1188,477,40.4,37.2,43.5,0.00830,0.01180,0.00484,97858,97436,98280,487416,484547,490291,3952951,3628891,4277066,813,1149,476,40.8,37.6,44.0,0.00808,0.01128,0.00491,97912,97493,98332,487733,484953,490517,3996100,3665166,4327063,791,1100,483,41.3,38.1,44.5,0.00805,0.01132,0.00480,97858,97458,98258,487458,484745,490175,4039231,3708365,4370127,787,1103,471,41.4,38.2,44.6,0.00782,0.01099,0.00468,97956,97485,98429,488006,484972,491054,4057818,3724747,4391014,766,1072,460,41.8,38.6,44.9,0.00728,0.01000,0.00458,98046,97594,98500,488582,485742,491430,4094297,3764640,4424030,714,976,451,41.9,38.8,45.0,0.00694,0.00944,0.00446,98171,97727,98617,489296,486541,492058,4117489,3792898,4442134,681,922,440,42.4,39.3,45.5,0.00685,0.00938,0.00433,98232,97819,98645,489588,486973,492206,4165685,3846899,4484499,673,918,428,42.8,39.7,45.9,0.00641,0.00872,0.00411,98292,97907,98677,489991,487564,492424,4208402,3890949,4525902,630,854,406,43.0,40.1,46.0,0.00619,0.00826,0.00413,98387,98038,98738,490515,488313,492721,4233196,3927538,4538899,609,810,408,43.3,40.4,46.2,0.00602,0.00808,0.00398,98418,98071,98767,490694,488495,492898,4262472,3961976,4563021,593,793,393,43.6,40.7,46.5,0.00563,0.00741,0.00386,98475,98116,98835,491082,488901,493270,4294846,3997825,4591938,554,727,382,43.7,40.8,46.5,0.00564,0.00743,0.00387,98436,98115,98759,490888,488901,492883,4299907,4004057,4595836,555,729,382
"45",33.1,29.9,36.3,0.01816,0.02757,0.00901,95801,94390,97213,474919,465837,484007,3174314,2823413,3525243,1739,2602,876,33.5,30.3,36.6,0.01703,0.02588,0.00841,96109,94814,97406,476703,468318,485097,3217654,2873117,3562247,1637,2454,819,33.7,30.6,36.7,0.01660,0.02498,0.00842,96315,95109,97524,477842,469976,485722,3247307,2913814,3580898,1598,2376,821,34.2,31.1,37.2,0.01604,0.02393,0.00834,96328,95098,97563,478015,470139,485914,3290252,2956101,3624555,1545,2276,813,34.5,31.4,37.6,0.01544,0.02307,0.00797,96654,95607,97703,479764,472872,486667,3334082,2998723,3669512,1492,2205,779,34.9,31.8,37.9,0.01464,0.02154,0.00786,96793,95890,97697,480639,474601,486681,3378874,3052372,3705411,1417,2066,768,35.3,32.2,38.3,0.01360,0.02024,0.00707,97081,96231,97934,482318,476611,488037,3427747,3103078,3752498,1320,1948,693,35.7,32.7,38.7,0.01315,0.01920,0.00720,97045,96287,97805,482241,477154,487334,3465535,3144344,3786775,1276,1849,704,36.1,33.0,39.2,0.01273,0.01861,0.00695,97121,96393,97849,482720,477805,487638,3508367,3180213,3836546,1237,1794,680,36.6,33.5,39.7,0.01235,0.01806,0.00672,97071,96355,97787,482567,477756,487381,3551773,3223620,3879952,1199,1740,657,36.7,33.6,39.8,0.01215,0.01755,0.00683,97190,96413,97969,483193,478138,488262,3569812,3239775,3899960,1181,1692,669,37.0,33.9,40.1,0.01149,0.01664,0.00641,97332,96618,98048,484064,479377,488761,3605715,3278898,3932599,1118,1608,629,37.2,34.2,40.2,0.01106,0.01599,0.00621,97490,96805,98177,484920,480424,489422,3628193,3306358,3950077,1078,1548,609,37.7,34.7,40.6,0.01067,0.01523,0.00616,97559,96901,98218,485367,481081,489656,3676098,3359926,3992294,1041,1476,605,38.1,35.1,41.0,0.01013,0.01440,0.00591,97662,97053,98271,486013,482046,489985,3718411,3403385,4033479,989,1397,581,38.3,35.4,41.1,0.00980,0.01384,0.00580,97778,97228,98330,486685,483067,490308,3742681,3439225,4046178,958,1345,571,38.6,35.7,41.4,0.00922,0.01298,0.00550,97825,97278,98374,487041,483490,490598,3771779,3473480,4070123,902,1262,541,38.8,36.0,41.6,0.00887,0.01236,0.00542,97921,97389,98454,487594,484175,491020,3803765,3508924,4098668,869,1204,534,38.9,36.1,41.7,0.00879,0.01223,0.00538,97881,97386,98377,487403,484172,490643,3809020,3515156,4102953,860,1191,529
"50",28.7,25.7,31.6,0.02632,0.03949,0.01378,94062,91788,96337,464449,450333,478569,2699394,2357576,3041236,2476,3625,1328,29.0,26.0,31.9,0.02508,0.03757,0.01314,94472,92360,96586,466734,453529,479948,2740951,2404798,3077150,2369,3470,1269,29.2,26.4,32.0,0.02389,0.03600,0.01228,94716,92733,96703,468175,455666,480699,2769465,2443838,3095176,2263,3339,1187,29.7,26.8,32.4,0.02362,0.03564,0.01210,94784,92822,96749,468612,456267,480979,2812237,2485962,3138641,2239,3308,1170,30.0,27.0,32.8,0.02272,0.03444,0.01144,95162,93401,96924,470714,459421,482017,2854318,2525851,3182845,2162,3216,1108,30.4,27.5,33.2,0.02142,0.03204,0.01113,95376,93824,96929,472074,462043,482109,2898236,2577771,3218731,2043,3006,1079,30.8,27.9,33.6,0.02037,0.03046,0.01059,95761,94284,97241,474234,464684,483795,2945429,2626467,3264462,1951,2872,1030,31.2,28.2,34.0,0.01904,0.02848,0.00986,95769,94438,97101,474544,465841,483254,2983294,2667190,3299441,1824,2690,958,31.6,28.6,34.5,0.01854,0.02754,0.00977,95884,94600,97169,475231,466880,483584,3025647,2702408,3348908,1777,2605,949,32.0,29.0,34.9,0.01853,0.02778,0.00953,95872,94615,97130,475156,466867,483449,3069206,2745864,3392571,1777,2628,926,32.1,29.2,35.1,0.01783,0.02649,0.00941,96009,94721,97300,475997,467693,484316,3086619,2761637,3411698,1712,2509,915,32.4,29.5,35.4,0.01718,0.02578,0.00879,96214,95010,97420,477137,469245,485038,3121651,2799521,3443839,1653,2450,856,32.6,29.7,35.5,0.01653,0.02464,0.00862,96412,95257,97567,478300,470760,485846,3143274,2825934,3460655,1594,2347,841,33.1,30.2,35.9,0.01597,0.02350,0.00861,96518,95425,97612,478957,471856,486062,3190731,2878845,3502638,1542,2242,841,33.4,30.5,36.3,0.01549,0.02287,0.00825,96673,95656,97690,479841,473140,486546,3232398,2921339,3543493,1497,2188,806,33.6,30.8,36.4,0.01454,0.02156,0.00766,96821,95883,97759,480773,474547,487004,3255996,2956157,3555870,1408,2067,749,33.9,31.1,36.6,0.01407,0.02046,0.00780,96924,96016,97833,481396,475447,487352,3284738,2989990,3579525,1364,1965,763,34.2,31.4,36.8,0.01337,0.01959,0.00726,97052,96185,97920,482176,476489,487871,3316171,3024749,3607647,1297,1884,711,34.2,31.5,36.9,0.01340,0.01934,0.00755,97021,96195,97848,482044,476629,487467,3321617,3030983,3612310,1300,1861,739
"55",24.4,21.6,27.0,0.03934,0.05907,0.02103,91586,88163,95009,449528,428640,470418,2234946,1907243,2562667,3603,5208,1998,24.7,22.0,27.2,0.03710,0.05554,0.01990,92103,88890,95318,452587,432973,472208,2274216,1951270,2597203,3417,4937,1897,24.9,22.2,27.4,0.03557,0.05302,0.01923,92454,89394,95515,454717,436061,473387,2301290,1988172,2614477,3288,4740,1837,25.3,22.7,27.8,0.03325,0.04933,0.01820,92544,89514,95579,455501,437176,473846,2343625,2029695,2657663,3078,4415,1740,25.6,22.9,28.2,0.03222,0.04848,0.01692,92999,90185,95816,457905,440515,475304,2383604,2066430,2700828,2997,4372,1622,26.0,23.3,28.6,0.03019,0.04489,0.01627,93334,90818,95851,459972,444341,475608,2426162,2115727,2736621,2818,4077,1559,26.3,23.6,28.9,0.02905,0.04336,0.01545,93810,91412,96211,462544,447532,477566,2471195,2161783,2780666,2725,3964,1487,26.7,24.0,29.3,0.02784,0.04180,0.01451,93945,91748,96143,463554,449642,477473,2508750,2201349,2816187,2615,3835,1395,27.1,24.3,29.8,0.02729,0.04091,0.01427,94107,91995,96220,464461,451026,477898,2550416,2235527,2865324,2568,3763,1373,27.6,24.8,30.2,0.02572,0.03835,0.01363,94095,91987,96204,464742,451553,477935,2594050,2278997,2909122,2420,3528,1312,27.7,24.9,30.4,0.02545,0.03862,0.01285,94297,92212,96384,465845,452686,479018,2610622,2293944,2927381,2400,3561,1238,28.0,25.2,30.6,0.02434,0.03673,0.01246,94561,92560,96563,467382,454770,480002,2644514,2330277,2958801,2302,3400,1203,28.1,25.3,30.8,0.02323,0.03518,0.01176,94817,92910,96726,468876,456797,480961,2664974,2355174,2974808,2203,3269,1137,28.6,25.8,31.2,0.02256,0.03399,0.01155,94977,93183,96772,469813,458441,481187,2711774,2406989,3016576,2142,3167,1118,28.9,26.2,31.6,0.02173,0.03246,0.01138,95176,93468,96884,470987,460161,481818,2752558,2448199,3056947,2068,3034,1102,29.1,26.5,31.6,0.02071,0.03097,0.01078,95413,93816,97010,472398,462222,482579,2775223,2481610,3068865,1976,2906,1045,29.3,26.7,31.9,0.02032,0.02996,0.01097,95559,94051,97069,473218,463617,482824,2803341,2514543,3092174,1942,2818,1065,29.6,27.0,32.1,0.01933,0.02921,0.00975,95754,94301,97209,474385,464986,483793,2833995,2548260,3119776,1851,2755,948,29.7,27.1,32.2,0.01917,0.02852,0.01009,95721,94335,97109,474268,465317,483229,2839573,2554354,3124843,1835,2690,979
"60",20.3,17.8,22.5,0.06086,0.09052,0.03441,87983,82956,93011,427361,397045,457678,1785418,1478604,2092249,5355,7509,3201,20.5,18.1,22.7,0.05800,0.08666,0.03225,88686,83953,93421,431389,402654,460131,1821630,1518297,2124995,5144,7275,3012,20.7,18.3,22.9,0.05595,0.08258,0.03189,89165,84655,93678,434115,406724,461520,1846573,1552112,2141091,4989,6991,2987,21.1,18.7,23.3,0.05262,0.07814,0.02947,89467,85098,93839,436315,409812,462838,1888124,1592519,2183816,4707,6649,2766,21.4,18.9,23.6,0.05039,0.07498,0.02798,90003,85813,94194,439465,414024,464915,1925699,1625915,2225524,4535,6435,2636,21.7,19.3,24.0,0.04762,0.07036,0.02669,90516,86741,94292,442615,419570,465666,1966190,1671387,2261013,4310,6103,2517,22.1,19.6,24.3,0.04353,0.06447,0.02420,91085,87448,94724,446279,424185,468383,2008651,1714250,2303100,3965,5637,2292,22.4,19.9,24.7,0.04148,0.06097,0.02340,91330,87913,94748,447860,427084,468643,2045196,1751707,2338713,3789,5360,2218,22.8,20.2,25.2,0.03925,0.05803,0.02177,91539,88231,94847,449263,429114,469414,2085956,1784501,2387425,3593,5120,2065,23.2,20.7,25.6,0.03821,0.05652,0.02115,91676,88459,94893,450159,430517,469804,2129308,1827444,2431187,3503,5000,2007,23.3,20.8,25.7,0.03712,0.05506,0.02041,91897,88651,95146,451409,431607,471225,2144777,1841258,2448363,3411,4881,1942,23.6,21.0,26.0,0.03553,0.05280,0.01938,92259,89160,95360,453530,434566,472502,2177132,1875507,2478799,3278,4708,1848,23.7,21.2,26.1,0.03420,0.05140,0.01807,92614,89641,95589,455614,437283,473950,2196098,1898378,2493847,3168,4607,1728,24.2,21.6,26.5,0.03310,0.04918,0.01798,92835,90016,95654,456913,439524,474306,2241961,1948548,2535388,3073,4427,1720,24.5,22.0,26.9,0.03137,0.04687,0.01675,93107,90434,95781,458641,442151,475136,2281571,1988038,2575129,2921,4238,1604,24.6,22.2,27.0,0.03063,0.04578,0.01627,93437,90910,95965,460485,444777,476198,2302825,2019388,2586286,2862,4162,1561,24.9,22.5,27.2,0.02971,0.04402,0.01611,93618,91233,96004,461525,446665,476391,2330124,2050926,2609350,2781,4016,1547,25.1,22.8,27.4,0.02784,0.04177,0.01460,93903,91546,96261,463374,448707,478049,2359609,2083274,2635983,2615,3824,1405,25.2,22.8,27.5,0.02765,0.04138,0.01457,93886,91644,96129,463344,449322,477374,2365305,2089038,2641615,2596,3792,1400
"65",16.4,14.3,18.2,0.09609,0.13697,0.06175,82628,75446,89810,394570,352684,436459,1358057,1081558,1634571,7940,10334,5546,16.6,14.5,18.4,0.09203,0.13164,0.05843,83543,76678,90409,399754,359436,440079,1390241,1115642,1664863,7688,10094,5283,16.8,14.7,18.5,0.08861,0.12641,0.05624,84176,77664,90691,403422,365070,441785,1412458,1145388,1679570,7459,9817,5101,17.1,15.1,18.9,0.08560,0.12234,0.05395,84759,78449,91074,406988,369700,444294,1451809,1182707,1720978,7255,9597,4913,17.4,15.3,19.2,0.08225,0.11922,0.05021,85468,79379,91558,410978,374590,447375,1486234,1211891,1760608,7030,9464,4597,17.7,15.5,19.6,0.07773,0.11315,0.04662,86206,80638,91775,415487,381807,449172,1523574,1251817,1795347,6701,9124,4279,17.9,15.8,19.8,0.07396,0.10786,0.04396,87120,81811,92432,420702,388481,452934,1562372,1290065,1834717,6443,8824,4063,18.2,16.0,20.2,0.07014,0.10239,0.04137,87541,82553,92530,423461,393032,453895,1597336,1324623,1870071,6140,8453,3828,18.6,16.3,20.7,0.06576,0.09655,0.03819,87946,83111,92782,426411,396920,455905,1636693,1355387,1918011,5784,8024,3544,19.0,16.7,21.1,0.06216,0.09090,0.03633,88172,83460,92886,428236,399668,456808,1679149,1396927,1961383,5480,7586,3375,19.1,16.8,21.2,0.05995,0.08699,0.03565,88486,83770,93204,430254,402000,458521,1693368,1409651,1977138,5305,7287,3323,19.4,17.1,21.5,0.05639,0.08200,0.03325,88981,84452,93511,433449,406435,460470,1723602,1440941,2006296,5017,6925,3109,19.5,17.2,21.5,0.05355,0.07844,0.03101,89447,85034,93861,436293,409816,462777,1740484,1461094,2019896,4790,6670,2910,19.9,17.6,21.9,0.05068,0.07376,0.02965,89761,85589,93934,438382,413381,463385,1785047,1509024,2061083,4549,6313,2785,20.2,17.9,22.3,0.04817,0.07037,0.02785,90186,86196,94178,440855,416789,464927,1822930,1545887,2099993,4344,6065,2622,20.3,18.2,22.4,0.04676,0.06852,0.02677,90576,86748,94404,443001,419733,466275,1842340,1574612,2110088,4235,5944,2527,20.6,18.4,22.6,0.04546,0.06647,0.02605,90836,87216,94457,444564,422470,466663,1868599,1604261,2132959,4129,5797,2461,20.8,18.6,22.7,0.04330,0.06355,0.02458,91288,87722,94856,447244,425524,468972,1896235,1634567,2157934,3953,5575,2332,20.8,18.7,22.8,0.04302,0.06352,0.02400,91290,87852,94729,447323,426178,468477,1901961,1639716,2164241,3927,5580,2274
"70",12.9,11.2,14.2,0.15784,0.21351,0.11480,74688,65113,84265,345723,292227,399225,963487,728875,1198113,11789,13902,9674,13.1,11.4,14.4,0.15212,0.20715,0.10908,75854,66584,85126,352250,299980,404527,990487,756206,1224784,11539,13793,9286,13.2,11.5,14.5,0.14663,0.19844,0.10556,76717,67847,85590,357241,307006,407486,1009036,780317,1237785,11249,13464,9035,13.5,11.8,14.8,0.14061,0.19096,0.10037,77504,68852,86160,361962,312852,411089,1044822,813007,1276685,10898,13148,8648,13.7,12.0,15.1,0.13543,0.18660,0.09428,78437,69915,86962,367331,318508,416162,1075256,837301,1313233,10623,13046,8199,13.9,12.2,15.4,0.12943,0.17859,0.08925,79505,71514,87496,373403,327034,419777,1108087,870010,1346176,10291,12772,7809,14.2,12.4,15.6,0.12237,0.17075,0.08241,80677,72987,88369,380274,335275,425282,1141670,901585,1381783,9873,12462,7283,14.4,12.6,16.0,0.11774,0.16371,0.07934,81401,74100,88703,384733,341831,427640,1173875,931591,1416175,9584,12131,7037,14.7,12.8,16.4,0.11347,0.16059,0.07383,82162,75087,89238,389107,346969,431247,1210282,958466,1462106,9323,12058,6588,15.1,13.1,16.8,0.10672,0.15063,0.06950,82692,75873,89511,392949,352432,433469,1250912,997259,1504575,8825,11429,6221,15.2,13.2,16.9,0.10430,0.14818,0.06697,83181,76482,89882,395858,355846,435882,1263115,1007651,1518618,8676,11333,6019,15.4,13.3,17.1,0.09915,0.14244,0.06202,83964,77527,90402,400569,361752,439393,1290154,1034505,1545826,8325,11043,5607,15.4,13.4,17.1,0.09760,0.13882,0.06208,84657,78364,90951,404285,366515,442060,1304190,1051279,1557119,8262,10878,5646,15.8,13.8,17.5,0.09180,0.13009,0.05850,85213,79277,91150,408081,372454,443711,1346666,1095643,1597698,7823,10313,5332,16.1,14.1,17.9,0.08620,0.12271,0.05424,85842,80131,91555,412316,377974,446663,1382074,1129098,1635066,7400,9833,4966,16.2,14.3,17.9,0.08300,0.11724,0.05289,86340,80804,91877,415402,382266,448543,1399339,1154879,1643813,7166,9474,4859,16.4,14.5,18.1,0.07847,0.11125,0.04946,86707,81419,91996,418120,386367,449877,1424035,1181791,1666296,6804,9058,4550,16.6,14.7,18.3,0.07371,0.10412,0.04671,87335,82148,92524,422160,391254,453072,1448991,1209043,1688962,6437,8553,4321,16.7,14.8,18.3,0.07135,0.10190,0.04416,87363,82271,92456,422584,391986,453190,1454638,1213538,1695764,6233,8383,4083
"75",9.8,8.5,10.7,0.25390,0.32273,0.20663,62900,51210,74591,276043,215283,336811,617765,436648,798888,15970,16527,15413,9.9,8.6,10.8,0.24689,0.31516,0.19937,64315,52791,75840,283446,223062,343836,638236,456226,820258,15879,16638,15121,10.0,8.7,10.8,0.24418,0.30911,0.19806,65468,54383,76555,289217,230951,347493,651795,473311,830299,15986,16810,15163,10.3,9.0,11.2,0.23313,0.29387,0.18947,66606,55704,77512,296015,238600,353443,682860,500155,865596,15528,16370,14687,10.4,9.1,11.4,0.22376,0.28708,0.17805,67815,56869,78762,302875,244471,361286,707925,518793,897072,15174,16326,14024,10.6,9.2,11.6,0.21848,0.28138,0.17211,69214,58742,79687,310270,253655,366889,734684,542977,926399,15122,16529,13715,10.8,9.4,11.8,0.20982,0.27465,0.16143,70804,60524,81086,319037,262593,375488,761396,566310,956501,14856,16623,13090,11.0,9.5,12.1,0.20238,0.26538,0.15457,71817,61969,81665,324792,270082,379507,789142,589760,988536,14534,16445,12623,11.3,9.7,12.5,0.19066,0.25374,0.14256,72839,63029,82650,331750,276905,386597,821175,611497,1030859,13887,15993,11782,11.6,10.0,12.9,0.18221,0.24299,0.13518,73867,64444,83290,337832,284957,390709,857963,644827,1071106,13459,15659,11259,11.6,10.0,12.9,0.18093,0.24303,0.13268,74505,65149,83863,341045,288017,394084,867257,651805,1082736,13480,15833,11127,11.8,10.1,13.0,0.17193,0.23245,0.12448,75639,66484,84795,347800,295532,400076,889585,672753,1106433,13004,15454,10555,11.8,10.1,13.1,0.17162,0.23299,0.12306,76395,67486,85305,351378,299932,402829,899906,684764,1115059,13111,15724,10497,12.1,10.5,13.4,0.16310,0.22118,0.11641,77390,68964,85817,357646,308605,406690,938585,723189,1153987,12622,15254,9990,12.4,10.7,13.7,0.15528,0.21165,0.10952,78443,70298,86589,364034,316394,411678,969758,751124,1188403,12181,14878,9483,12.4,10.8,13.7,0.15261,0.20762,0.10752,79174,71331,87018,367978,321912,414048,983936,772613,1195271,12083,14810,9356,12.6,11.0,13.9,0.14660,0.19934,0.10295,79903,72362,87446,372549,328105,416997,1005915,795424,1216419,11714,14425,9003,12.7,11.1,14.0,0.14001,0.19060,0.09779,80898,73595,88203,378386,335166,421613,1026831,817789,1235890,11326,14027,8625,12.7,11.1,14.1,0.13751,0.18726,0.09592,81129,73888,88372,380100,337223,422984,1032054,821552,1242575,11156,13836,8477
"80",7.3,6.4,7.8,0.38661,0.45753,0.34505,46930,34683,59178,189490,132752,246235,341722,221365,462077,18143,15869,20419,7.3,6.4,7.8,0.38049,0.45007,0.33906,48436,36154,60720,196637,139330,253948,354790,233164,476421,18429,16272,20587,7.3,6.5,7.9,0.38084,0.44760,0.33998,49482,37573,61393,200629,144976,256288,362578,242361,482806,18845,16818,20872,7.6,6.6,8.2,0.36587,0.43243,0.32419,51078,39334,62826,209174,153511,264847,386845,261556,512152,18688,17009,20368,7.7,6.8,8.3,0.35721,0.42654,0.31379,52640,40543,64739,216862,158861,274868,405049,274321,535786,18804,17293,20314,7.8,6.9,8.5,0.34737,0.41676,0.30297,54092,42213,65972,224283,166641,281927,424413,289322,559510,18790,17593,19987,7.9,6.9,8.5,0.33991,0.41127,0.29384,55948,43901,67996,233394,174228,292566,442360,303717,581013,19017,18055,19980,8.1,7.0,8.8,0.32926,0.40461,0.27957,57283,45524,69042,240477,181439,299519,464350,319678,609029,18861,18419,19302,8.3,7.1,9.1,0.31792,0.39725,0.26527,58952,47036,70868,249184,188315,310055,489425,334592,644262,18742,18685,18799,8.6,7.4,9.4,0.30254,0.38020,0.24994,60408,48785,72031,257844,197799,317890,520131,359870,680397,18276,18548,18004,8.6,7.4,9.5,0.30114,0.37837,0.24878,61025,49316,72736,260751,200284,321226,526212,363788,688652,18377,18660,18095,8.6,7.4,9.5,0.29329,0.37079,0.24002,62634,51030,74240,269326,208804,329853,541784,377221,706357,18370,18922,17819,8.7,7.4,9.5,0.29307,0.37047,0.23951,63284,51762,74807,271876,211435,332321,548527,384831,712230,18547,19176,17917,9.0,7.7,9.9,0.27864,0.35315,0.22587,64768,53710,75827,280669,221937,339404,580939,414585,747297,18047,18968,17127,9.1,7.8,10.1,0.27099,0.34488,0.21788,66262,55419,77106,288491,230337,346647,605724,434729,776725,17957,19113,16800,9.2,8.0,10.1,0.26530,0.33656,0.21343,67091,56521,77662,293135,236065,350208,615958,450701,781222,17799,19022,16576,9.3,8.1,10.2,0.25971,0.33126,0.20687,68190,57937,78443,298938,242888,354993,633366,467319,799422,17710,19192,16227,9.3,8.1,10.2,0.25410,0.32455,0.20136,69572,59567,79578,306270,251091,361453,648445,482623,814277,17678,19333,16023,9.3,8.1,10.3,0.25323,0.32513,0.19919,69973,60052,79896,308272,253177,363372,651954,484329,819591,17720,19525,15915
"85",5.3,4.7,5.6,0.54696,0.60840,0.51716,28786,18815,38759,102528,63077,141979,152232,88614,215841,15745,11447,20044,5.3,4.7,5.5,0.54781,0.60743,0.51827,30007,19882,40132,106890,66763,147018,158152,93834,222474,16438,12077,20799,5.3,4.7,5.6,0.54672,0.60914,0.51475,30637,20755,40520,109235,69664,148810,161949,97384,226518,16750,12643,20858,5.5,4.8,5.8,0.52811,0.59340,0.49378,32391,22325,42458,117351,76115,158593,177671,108045,247305,17106,13248,20965,5.6,5.0,5.9,0.51911,0.58060,0.48694,33837,23250,44424,123634,80233,167037,188187,115460,260918,17565,13499,21632,5.7,5.0,6.0,0.50961,0.57754,0.47324,35302,24621,45985,130020,85312,174729,200131,122681,277583,17990,14219,21762,5.7,5.0,6.0,0.50857,0.57501,0.47280,36931,25846,48017,136237,89746,182731,208966,129489,288447,18782,14862,22702,5.8,5.1,6.2,0.49395,0.56593,0.45472,38422,27105,49740,143392,94900,191887,223872,138238,309510,18978,15339,22618,6.0,5.2,6.4,0.48074,0.55924,0.43800,40210,28351,52069,151670,99932,203409,240241,146278,334207,19330,15855,22806,6.2,5.4,6.7,0.46015,0.54035,0.41526,42132,30237,54027,161430,108338,214524,262288,162071,362507,19387,16339,22435,6.2,5.3,6.7,0.46000,0.54224,0.41385,42648,30656,54641,163449,109702,217200,265460,163503,367426,19618,16623,22613,6.2,5.2,6.7,0.46224,0.54803,0.41341,44264,32109,56421,169580,114512,224651,272458,168418,376504,20461,17597,23325,6.2,5.3,6.7,0.45949,0.54092,0.41285,44738,32586,56891,171778,116928,226629,276651,173396,379909,20557,17626,23487,6.4,5.5,6.9,0.44018,0.51991,0.39300,46721,34742,58700,181963,126902,237026,300269,192648,407893,20566,18063,23069,6.6,5.6,7.1,0.42946,0.51179,0.37989,48306,36306,60306,189591,133528,245655,317233,204393,430077,20745,18581,22910,6.5,5.7,7.1,0.42783,0.50259,0.38194,49292,37498,61086,193873,139018,248730,322823,214635,431015,21089,18846,23331,6.6,5.8,7.1,0.42137,0.49629,0.37471,50480,38744,62216,199490,144371,254613,334428,224432,444429,21270,19228,23313,6.6,5.8,7.1,0.42124,0.49732,0.37307,51894,40235,63554,205263,149964,260565,342175,231532,452824,21860,20010,23710,6.6,5.7,7.1,0.42200,0.50079,0.37209,52254,40527,63981,206618,150713,262527,343682,231152,456219,22051,20296,23807
