"성별","연령(5세)별",2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018
"성별","연령(5세)별",사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당)
"남자","85 - 89세",6286,18711.1,6266,17757.2,6944,18352.9,7037,17477.6,7269,16816.7,7977,16953.2,8264,16189.8,8945,15979.3,9849,15923.0,9740,14595.7,10489,14982.7,10741,14731.7,11596,15147.7,11535,14165.5,12108,13645.2,13200,13605.3,13763,13053.7,15111,12960.1,16805,12975.7
"남자","90세이상",2662,27612.7,2729,25798.8,3097,27036.2,3233,26440.4,3351,25875.4,3498,25516.1,3683,25115.9,4086,25665.0,4200,24371.8,4481,23749.2,5023,24039.2,5489,23960.5,6173,24280.7,6508,22714.7,6778,21448.7,7689,22869.0,8113,22958.9,8663,22815.7,9567,23052.7
"남자","90 - 94세",2212,25929.0,2276,24308.4,2597,25766.4,2687,25220.6,2705,24347.4,2815,24484.6,2889,23729.9,3226,24396.0,3307,23083.1,3541,22429.1,4004,22696.5,4390,22526.7,4953,22813.3,5257,21386.0,5364,19846.5,6107,21502.8,6346,21519.2,6634,21201.3,7154,21143.8
"남자","95 - 99세",369,39741.5,387,37033.5,432,35835.8,464,32896.1,593,35308.1,610,29968.1,717,31221.4,766,30874.6,806,30255.3,852,30730.4,858,29911.1,930,31041.4,1044,32083.6,1090,30587.9,1228,30456.3,1386,29745.7,1556,29564.9,1777,29265.5,2152,30622.6
"남자","100세이상",81,44751.4,66,38823.5,68,39882.7,82,50306.7,53,32919.3,73,41359.8,77,39896.4,94,43518.5,87,35876.3,88,28571.4,161,41818.2,169,39811.5,176,38386.0,161,31818.2,186,34349.0,196,34906.5,211,36130.1,252,41515.7,261,40909.1
"남자","연령미상",4,-,7,-,5,-,5,-,2,-,0,-,1,-,1,-,2,-,34,-,44,-,0,-,29,-,10,-,21,-,21,-,9,-,16,-,25,-
"여자","계",110951,468.7,108595,455.4,111678,465.8,110578,459.3,109985,455.1,110557,455.5,109531,449.3,110818,452.2,109181,443.0,109207,440.7,113047,454.0,114146,456.0,119849,476.4,119658,473.4,120371,474.1,125446,492.1,128298,501.5,131206,511.4,137633,535.6
"여자","0세",1350,473.6,1385,509.0,1139,475.9,1075,478.7,1015,459.5,853,409.9,752,372.1,771,356.1,738,332.7,659,312.9,620,293.3,617,282.6,626,281.1,607,281.7,590,287.9,535,260.1,512,256.7,431,239.6,397,246.3
"여자","1 - 4세",538,42.5,445,35.9,483,40.2,367,32.3,325,30.3,249,24.8,254,27.1,221,24.6,188,21.1,202,22.7,173,19.4,176,19.5,153,16.9,150,16.5,136,14.9,119,13.2,119,13.4,122,14.1,109,13.2
"여자","5 - 9세",357,21.5,321,19.2,324,19.5,264,16.1,246,15.3,238,15.2,214,14.0,183,12.6,170,12.4,137,10.5,102,8.3,97,8.4,123,10.9,93,8.3,91,8.1,81,7.2,82,7.2,76,6.6,75,6.6
