,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
고등교육이수율(%),23.9,24.2,26.0,29.5,30.5,31.6,32.9,34.6,36.6,38.7,39.7,40.4,41.7,43.1,44.6,45.5,46.9,47.7,49.0
