,2003년,2004년,2005년,2006년,2007년,2008년,2009년,2010년,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,
e-러닝 시장규모,1077041,1298484,1470817,1617797,1727057,1870475,2091033,2245833,2451364,2747766,2947083,3214167,3485119,3487574,3699183,3845009,
,,,,,,,,,,,,,,,,,
